timestamp,open,high,low,close,volume
2018-03-21,1.9500,1.9500,1.8714,1.9400,19765
2018-03-20,1.9200,1.9500,1.8980,1.9500,22386
2018-03-19,1.9300,1.9449,1.9100,1.9200,25915
2018-03-16,1.9206,1.9632,1.9206,1.9500,25460
2018-03-15,1.9200,1.9900,1.8800,1.9300,48411
2018-03-14,1.9300,1.9690,1.8900,1.9400,74105
2018-03-13,1.9600,1.9600,1.9000,1.9300,58758
2018-03-12,1.9600,1.9900,1.9200,1.9600,83562
2018-03-09,2.0400,2.0500,1.9500,1.9500,60270
2018-03-08,1.9600,2.0500,1.9511,2.0350,81868
2018-03-07,1.9300,1.9600,1.9200,1.9600,48986
2018-03-06,1.9400,1.9500,1.8370,1.9200,57121
2018-03-05,1.8900,1.9500,1.8291,1.9200,51827
2018-03-02,1.8400,1.9000,1.8400,1.8900,50611
2018-03-01,1.8600,1.9000,1.8200,1.8400,32385
2018-02-28,1.9400,1.9400,1.8200,1.8600,93419
2018-02-27,1.9300,2.0000,1.8600,1.9100,137670
2018-02-26,1.9300,1.9300,1.8700,1.9000,66632
2018-02-23,1.8900,1.9400,1.8700,1.9200,80870
2018-02-22,1.8900,1.9000,1.8900,1.9000,19902
2018-02-21,1.8600,1.8900,1.8600,1.8800,12882
2018-02-20,1.8200,1.8800,1.8200,1.8700,58013
2018-02-16,1.8000,1.8000,1.7600,1.7800,22491
2018-02-15,1.8200,1.8200,1.7722,1.8000,22337
2018-02-14,1.8100,1.8340,1.7941,1.8200,17604
2018-02-13,1.7100,1.8300,1.6800,1.8000,205786
2018-02-12,1.7500,1.7600,1.7000,1.7100,81748
2018-02-09,1.7500,1.8023,1.7300,1.7300,206071
2018-02-08,1.8000,1.8000,1.7500,1.7500,143541
2018-02-07,1.8200,1.8624,1.8000,1.8200,85831
2018-02-06,1.7800,1.8390,1.7501,1.8200,241656
2018-02-05,1.8400,1.8776,1.7900,1.7900,99494
2018-02-02,1.8800,1.9100,1.8600,1.8700,95615
2018-02-01,1.9900,1.9900,1.8300,1.8800,149988
2018-01-31,1.9600,2.0000,1.9599,1.9900,125309
2018-01-30,1.9800,2.0100,1.9400,1.9700,234865
2018-01-29,2.0200,2.0270,2.0000,2.0100,314252
2018-01-26,2.0400,2.0400,2.0100,2.0290,55942
2018-01-25,2.0400,2.0400,2.0300,2.0350,25695
2018-01-24,2.0400,2.0596,2.0300,2.0400,188403
2018-01-23,2.0800,2.0842,2.0400,2.0500,82958
2018-01-22,2.1200,2.1400,2.0500,2.0800,137223
2018-01-19,2.1400,2.1400,2.0600,2.1200,114054
2018-01-18,2.1400,2.1500,2.1200,2.1400,215241
2018-01-17,2.1400,2.1400,2.1200,2.1200,65967
2018-01-16,2.1300,2.1400,2.1200,2.1400,59577
2018-01-12,2.1200,2.1400,2.1000,2.1000,62242
2018-01-11,2.0500,2.1200,2.0374,2.1100,84351
2018-01-10,2.1900,2.1900,2.0000,2.0500,287099
2018-01-09,2.0400,2.2400,2.0301,2.1893,987775
2018-01-08,2.0500,2.0500,2.0301,2.0400,65348
2018-01-05,2.0500,2.0500,2.0200,2.0300,83585
2018-01-04,2.0200,2.0500,2.0200,2.0400,62743
2018-01-03,2.0500,2.0500,2.0200,2.0500,107100
2018-01-02,2.0000,2.0500,2.0000,2.0400,79823
2017-12-29,2.0300,2.0400,1.9700,1.9700,158914
2017-12-28,2.0200,2.0400,2.0200,2.0200,88392
2017-12-27,2.0200,2.0300,2.0200,2.0300,67025
2017-12-26,2.0400,2.0400,2.0200,2.0300,67898
2017-12-22,2.0200,2.0400,2.0200,2.0400,38403
2017-12-21,2.0200,2.0400,2.0200,2.0200,48472
2017-12-20,2.0500,2.0500,2.0200,2.0200,46905
2017-12-19,2.0400,2.0500,2.0200,2.0300,86645
2017-12-18,2.0000,2.0300,1.9901,2.0300,100757
2017-12-15,1.9900,2.0000,1.9700,1.9801,55274
2017-12-14,2.0100,2.0100,1.9600,1.9900,34755
2017-12-13,2.0000,2.0000,1.9600,1.9813,45971
2017-12-12,1.9900,2.0000,1.9601,1.9601,49318
2017-12-11,1.9800,2.0200,1.9800,1.9950,142470
2017-12-08,2.0000,2.0130,1.9800,1.9800,85369
2017-12-07,2.0200,2.0200,1.9600,1.9950,290701
2017-12-06,2.0000,2.0500,1.9900,2.0000,51222
2017-12-05,2.0200,2.0300,1.9800,2.0000,109412
2017-12-04,2.0500,2.0500,2.0000,2.0400,64550
2017-12-01,2.0400,2.0500,1.9202,2.0200,199946
2017-11-30,2.0500,2.0700,2.0100,2.0400,281770
2017-11-29,2.0300,2.0500,2.0200,2.0400,105464
2017-11-28,2.0200,2.0300,1.9900,2.0300,107837
2017-11-27,2.0600,2.0898,2.0300,2.0300,71641
2017-11-24,2.0500,2.1000,2.0500,2.0600,39090
2017-11-22,2.1200,2.1200,2.0600,2.0700,26122
2017-11-21,2.0500,2.1400,2.0400,2.1000,169794
2017-11-20,2.0200,2.1300,2.0200,2.0600,163417
2017-11-17,2.0200,2.0600,2.0200,2.0300,49236
2017-11-16,2.0300,2.0500,2.0215,2.0500,48591
2017-11-15,2.0900,2.0900,2.0000,2.0300,125727
2017-11-14,2.0700,2.1300,2.0400,2.0600,233020
2017-11-13,2.0500,2.0800,2.0300,2.0500,207292
2017-11-10,2.0300,2.0800,1.9500,2.0400,70207
2017-11-09,2.0000,2.0000,1.9300,2.0000,85923
2017-11-08,2.0300,2.0400,1.9300,1.9700,80919
2017-11-07,2.0500,2.0600,1.9900,2.0000,192468
2017-11-06,2.0500,2.0600,2.0200,2.0600,106205
2017-11-03,2.0600,2.0700,2.0300,2.0500,58534
2017-11-02,1.9200,2.0700,1.8800,2.0300,197212
2017-11-01,1.9200,1.9200,1.8800,1.8800,92148
2017-10-31,1.8300,1.9500,1.8200,1.8900,111104
2017-10-30,1.8400,1.8400,1.8200,1.8300,98432
2017-10-27,1.8700,1.8800,1.8300,1.8400,589611
2017-10-26,1.9200,2.0000,1.8600,1.8800,38848
2017-10-25,1.9000,1.9900,1.8900,1.8900,43170
2017-10-24,2.0000,2.0200,1.9300,1.9500,27101
2017-10-23,2.1000,2.1400,1.9500,1.9900,87575
2017-10-20,1.9900,2.0800,1.9500,2.0800,178226
2017-10-19,1.8500,2.0000,1.8500,1.9700,103011
2017-10-18,1.9500,1.9700,1.8700,1.8800,56458
2017-10-17,2.0200,2.0800,1.9000,1.9200,73915
2017-10-16,1.9500,2.0800,1.8100,2.0000,163373
2017-10-13,2.0700,2.1100,1.9500,2.0000,214221
2017-10-12,2.2900,2.4500,2.0100,2.0600,882740
2017-10-11,1.9500,2.2300,1.8900,2.2300,561892
2017-10-10,1.8200,1.8700,1.8200,1.8700,196865
2017-10-09,1.7800,1.8300,1.7600,1.8300,118569
2017-10-06,1.7900,1.8000,1.7500,1.7500,82330
2017-10-05,1.7400,1.8000,1.7300,1.7800,258298
2017-10-04,1.7400,1.7400,1.7100,1.7400,21234
2017-10-03,1.7400,1.7400,1.6800,1.7300,28301
2017-10-02,1.7100,1.7500,1.6600,1.7300,45025
2017-09-29,1.7200,1.7500,1.7000,1.7400,72739
2017-09-28,1.7400,1.7500,1.6700,1.7300,120214
2017-09-27,1.7000,1.7400,1.6500,1.7400,47166
2017-09-26,1.7100,1.7200,1.6800,1.6800,48025
2017-09-25,1.6800,1.7100,1.6800,1.7000,56388
2017-09-22,1.6900,1.6900,1.6600,1.6800,30989
2017-09-21,1.6900,1.7000,1.6700,1.6800,27433
2017-09-20,1.6400,1.6900,1.6400,1.6900,20789
2017-09-19,1.6200,1.6400,1.6200,1.6400,15976
2017-09-18,1.6600,1.6600,1.6200,1.6400,31152
2017-09-15,1.6700,1.6786,1.6500,1.6600,20154
2017-09-14,1.6500,1.6700,1.6500,1.6700,10911
2017-09-13,1.6700,1.6800,1.6400,1.6600,12698
2017-09-12,1.6800,1.6800,1.6500,1.6700,194274
2017-09-11,1.6200,1.6700,1.6200,1.6500,88071
2017-09-08,1.6200,1.6400,1.6000,1.6200,31041
2017-09-07,1.6200,1.6700,1.6200,1.6300,116753
2017-09-06,1.6300,1.6500,1.6100,1.6300,71163
2017-09-05,1.6400,1.6500,1.6000,1.6400,59905
2017-09-01,1.6200,1.6400,1.6100,1.6400,36899
2017-08-31,1.6300,1.6500,1.6000,1.6500,47812
2017-08-30,1.6100,1.6300,1.5900,1.6300,32259
2017-08-29,1.6200,1.6372,1.6000,1.6100,12883
2017-08-28,1.6000,1.6500,1.6000,1.6200,34508
2017-08-25,1.6200,1.6400,1.6000,1.6200,94731
2017-08-24,1.5900,1.6500,1.5700,1.6000,53531
2017-08-23,1.5800,1.6100,1.5800,1.5900,55890
2017-08-22,1.5700,1.5900,1.5300,1.5800,25644
2017-08-21,1.5800,1.6000,1.5600,1.5800,37871
2017-08-18,1.5200,1.6100,1.5100,1.6000,58115
2017-08-17,1.6100,1.6200,1.5600,1.6000,33076
2017-08-16,1.5500,1.6200,1.5500,1.6100,96021
2017-08-15,1.5800,1.6100,1.5500,1.5600,50661
2017-08-14,1.5200,1.6300,1.5200,1.5800,48537
2017-08-11,1.5500,1.5600,1.4600,1.5100,134894
2017-08-10,1.5800,1.6000,1.5600,1.5700,24603
2017-08-09,1.6100,1.6300,1.5600,1.6200,42150
2017-08-08,1.6300,1.6400,1.5800,1.6300,68374
2017-08-07,1.6800,1.6800,1.6200,1.6400,34356
2017-08-04,1.7100,1.7200,1.6700,1.6900,71386
2017-08-03,1.6800,1.7200,1.6500,1.6700,123626
2017-08-02,1.6000,1.6800,1.5600,1.6500,256016
2017-08-01,1.6000,1.6200,1.5700,1.6000,44480
2017-07-31,1.5700,1.6000,1.5700,1.6000,20740
2017-07-28,1.5700,1.6000,1.5700,1.5800,24847
2017-07-27,1.6000,1.6100,1.5800,1.6000,12407
2017-07-26,1.5600,1.6100,1.5600,1.5700,41752
2017-07-25,1.5700,1.6000,1.5600,1.5700,20228
2017-07-24,1.6100,1.6100,1.5600,1.5800,29160
2017-07-21,1.5800,1.6200,1.5700,1.5700,56865
2017-07-20,1.5900,1.6200,1.5700,1.6100,106353
2017-07-19,1.6000,1.6300,1.5900,1.6100,61394
2017-07-18,1.6100,1.6200,1.5900,1.6200,85558
2017-07-17,1.6100,1.6200,1.5900,1.6000,32596
2017-07-14,1.6200,1.6300,1.6000,1.6100,75874
2017-07-13,1.5800,1.6300,1.5700,1.6200,183465
2017-07-12,1.6000,1.6000,1.5600,1.5700,61438
2017-07-11,1.5400,1.6100,1.5400,1.6000,109750
2017-07-10,1.5900,1.6300,1.5000,1.6000,135241
2017-07-07,1.5900,1.6100,1.5600,1.6000,99406
2017-07-06,1.6300,1.6300,1.5851,1.6000,71074
2017-07-05,1.6300,1.6400,1.5900,1.6200,79675
2017-07-03,1.6400,1.6400,1.5800,1.6300,35822
2017-06-30,1.5500,1.6200,1.5400,1.6200,200737
2017-06-29,1.5500,1.5700,1.5300,1.5700,33331
2017-06-28,1.5700,1.5700,1.5300,1.5500,113620
2017-06-27,1.5700,1.5700,1.5300,1.5700,93438
2017-06-26,1.5800,1.5800,1.4900,1.5700,47912
2017-06-23,1.5500,1.5500,1.4800,1.5500,57932
2017-06-22,1.5100,1.5700,1.4900,1.5000,77893
2017-06-21,1.5000,1.5100,1.4900,1.4900,46568
2017-06-20,1.5000,1.5100,1.4900,1.4900,15231
2017-06-19,1.5000,1.5000,1.4700,1.5000,20556
2017-06-16,1.4600,1.5300,1.4500,1.4800,45467
2017-06-15,1.5500,1.5500,1.4600,1.4700,57724
2017-06-14,1.5400,1.5500,1.5300,1.5400,22753
2017-06-13,1.5500,1.5600,1.5400,1.5500,67512
2017-06-12,1.5500,1.5700,1.5300,1.5500,55252
2017-06-09,1.5300,1.5600,1.5300,1.5400,32413
2017-06-08,1.5800,1.6000,1.5300,1.5600,51516
2017-06-07,1.5500,1.5900,1.5300,1.5700,43992
2017-06-06,1.6000,1.6000,1.5500,1.5600,17554
2017-06-05,1.6000,1.6300,1.5600,1.5800,25118
2017-06-02,1.6000,1.6000,1.5500,1.5600,39871
2017-06-01,1.5300,1.5800,1.5200,1.5700,22836
2017-05-31,1.6000,1.6000,1.5300,1.5500,24814
2017-05-30,1.5200,1.5900,1.5200,1.5500,31966
2017-05-26,1.5800,1.5800,1.5500,1.5500,15272
2017-05-25,1.5600,1.6000,1.5500,1.5700,25304
2017-05-24,1.5600,1.5900,1.5600,1.5700,17657
2017-05-23,1.5900,1.6100,1.5700,1.5700,24029
2017-05-22,1.6100,1.6300,1.5800,1.6100,17835
2017-05-19,1.5900,1.6400,1.5600,1.6100,47668
2017-05-18,1.6000,1.6300,1.5800,1.6000,45102
2017-05-17,1.6300,1.6400,1.5900,1.5900,33503
2017-05-16,1.6200,1.6400,1.6000,1.6100,65753
2017-05-15,1.6200,1.6800,1.6200,1.6500,56514
2017-05-12,1.6800,1.6800,1.6400,1.6400,115726
2017-05-11,1.6800,1.7200,1.6600,1.6600,107481
2017-05-10,1.6800,1.7100,1.6500,1.6800,130254
2017-05-09,1.6400,1.6800,1.6100,1.6800,142580
2017-05-08,1.5900,1.6500,1.5800,1.6300,305200
2017-05-05,1.5600,1.6000,1.5200,1.6000,145580
2017-05-04,1.5700,1.6200,1.5500,1.5700,171732
2017-05-03,1.5400,1.6200,1.5400,1.6000,185120
2017-05-02,1.4400,1.5700,1.4200,1.5700,691864
2017-05-01,1.4500,1.4600,1.4200,1.4300,145919
2017-04-28,1.4400,1.4500,1.4200,1.4400,199733
2017-04-27,1.4600,1.4600,1.4200,1.4500,12813
2017-04-26,1.4200,1.4500,1.4200,1.4500,738002
2017-04-25,1.4500,1.4500,1.4200,1.4200,74907
2017-04-24,1.4200,1.4500,1.4200,1.4300,55177
2017-04-21,1.4000,1.4500,1.4000,1.4400,64666
2017-04-20,1.4400,1.4400,1.4200,1.4400,21878
2017-04-19,1.4100,1.4400,1.4100,1.4400,38806
2017-04-18,1.4200,1.4400,1.3900,1.4300,63870
2017-04-17,1.4400,1.4400,1.4300,1.4300,8752
2017-04-13,1.4400,1.4400,1.4000,1.4400,57599
2017-04-12,1.4400,1.4500,1.4200,1.4400,17440
2017-04-11,1.4200,1.4500,1.4200,1.4400,25144
2017-04-10,1.4500,1.4700,1.4200,1.4400,87355
2017-04-07,1.4600,1.4600,1.4200,1.4200,36501
2017-04-06,1.4600,1.4600,1.4200,1.4300,62980
2017-04-05,1.4500,1.4500,1.4200,1.4400,36032
2017-04-04,1.4500,1.4700,1.4500,1.4500,105451
2017-04-03,1.4300,1.4800,1.4300,1.4500,101928
2017-03-31,1.3600,1.5200,1.3300,1.4500,241549
2017-03-30,1.3500,1.3600,1.3100,1.3600,44485
2017-03-29,1.3100,1.3600,1.3100,1.3300,36114
2017-03-28,1.2500,1.3600,1.1800,1.3300,72153
2017-03-27,1.2500,1.3900,1.2500,1.3500,40821
2017-03-24,1.3300,1.3400,1.3000,1.3100,53500
2017-03-23,1.3200,1.3500,1.3000,1.3000,30900
2017-03-22,1.3000,1.3300,1.3000,1.3100,59600
2017-03-21,1.3200,1.3500,1.3000,1.3200,55500
2017-03-20,1.3300,1.3400,1.3000,1.3000,52500
2017-03-17,1.3400,1.3600,1.3300,1.3300,28200
2017-03-16,1.3500,1.3700,1.3400,1.3600,43900
2017-03-15,1.3600,1.3700,1.3200,1.3200,64800
2017-03-14,1.3400,1.3600,1.3000,1.3400,39800
2017-03-13,1.3700,1.3700,1.3300,1.3300,39600
2017-03-10,1.3400,1.4000,1.3000,1.3800,94100
2017-03-09,1.3100,1.3400,1.3000,1.3300,36400
2017-03-08,1.3200,1.3300,1.2800,1.3000,63600
2017-03-07,1.3000,1.3400,1.2700,1.3000,39000
2017-03-06,1.2800,1.3100,1.2800,1.3100,80400
2017-03-03,1.3200,1.3800,1.2600,1.2900,99800
2017-03-02,1.2500,1.3400,1.2500,1.3100,225400
2017-03-01,1.2600,1.2700,1.2500,1.2500,58400
2017-02-28,1.2700,1.2700,1.2500,1.2700,88000
2017-02-27,1.2700,1.3000,1.2500,1.2500,214800
2017-02-24,1.2900,1.2900,1.2500,1.2600,59800
2017-02-23,1.3100,1.3100,1.2600,1.2800,515000
2017-02-22,1.3600,1.3600,1.2900,1.2900,484200
2017-02-21,1.3600,1.3600,1.3400,1.3600,196400
2017-02-17,1.3400,1.3600,1.3300,1.3500,38500
2017-02-16,1.3600,1.3600,1.3400,1.3500,47200
2017-02-15,1.3500,1.3600,1.3400,1.3500,38300
2017-02-14,1.3600,1.3600,1.3500,1.3500,46500
2017-02-13,1.3800,1.3800,1.3500,1.3600,131200
2017-02-10,1.3700,1.3800,1.3400,1.3600,98400
2017-02-09,1.3700,1.3900,1.3400,1.3600,176100
2017-02-08,1.3800,1.4000,1.3500,1.3800,90900
2017-02-07,1.4100,1.4100,1.3700,1.3800,49600
2017-02-06,1.4200,1.4300,1.4000,1.4000,138000
2017-02-03,1.4200,1.4400,1.3900,1.4200,112400
2017-02-02,1.4500,1.4800,1.4100,1.4200,105700
2017-02-01,1.4800,1.4800,1.4500,1.4500,51600
